date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:42:35	31920/31920	------	200	untouched ('')	image/webp	etag:%22623bd5af-7cb0%22	https://yell0wsuit.github.io/images/24.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/24.webp	(from https://yell0wsuit.github.io/)
14:42:35	156/156	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.21.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	13264/13264	------	200	untouched ('')	image/webp	etag:%22623bd5af-33d0%22	https://yell0wsuit.github.io/images/10.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/10.webp	(from https://yell0wsuit.github.io/)
14:42:35	36172/36172	------	200	untouched ('')	image/webp	etag:%22623bd5af-8d4c%22	https://yell0wsuit.github.io/images/13.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/13.webp	(from https://yell0wsuit.github.io/)
14:42:35	34540/34540	------	200	untouched ('')	image/webp	etag:%22623bd5af-86ec%22	https://yell0wsuit.github.io/images/22.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/22.webp	(from https://yell0wsuit.github.io/)
14:42:35	4674/4674	------	200	untouched ('')	image/webp	etag:%22623bd5af-1242%22	https://yell0wsuit.github.io/images/11.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/11.webp	(from https://yell0wsuit.github.io/)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.22d41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	34210/34210	------	200	untouched ('')	image/webp	etag:%22623bd5af-85a2%22	https://yell0wsuit.github.io/images/15.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/15.webp	(from https://yell0wsuit.github.io/)
14:42:35	60554/60554	------	200	untouched ('')	image/webp	etag:%22623bd5af-ec8a%22	https://yell0wsuit.github.io/images/03.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/03.webp	(from https://yell0wsuit.github.io/)
14:42:35	44552/44552	------	200	untouched ('')	image/webp	etag:%22623bd5af-ae08%22	https://yell0wsuit.github.io/images/23.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/23.webp	(from https://yell0wsuit.github.io/)
14:42:35	27502/27502	------	200	untouched ('')	image/webp	etag:%22623bd5af-6b6e%22	https://yell0wsuit.github.io/images/09.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/09.webp	(from https://yell0wsuit.github.io/)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.23.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	28156/28156	------	200	untouched ('')	image/webp	etag:%22623bd5af-6dfc%22	https://yell0wsuit.github.io/images/16.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/16.webp	(from https://yell0wsuit.github.io/)
14:42:35	29564/29564	------	200	untouched ('')	image/webp	etag:%22623bd5af-737c%22	https://yell0wsuit.github.io/images/02.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/02.webp	(from https://yell0wsuit.github.io/)
14:42:35	58634/58634	------	200	untouched ('')	image/webp	etag:%22623bd5af-e50a%22	https://yell0wsuit.github.io/images/04.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/04.webp	(from https://yell0wsuit.github.io/)
14:42:35	6942/6942	------	200	untouched ('')	image/webp	etag:%22623bd5af-1b1e%22	https://yell0wsuit.github.io/images/07.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/07.webp	(from https://yell0wsuit.github.io/)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.24.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	31540/31540	------	200	untouched ('')	image/webp	etag:%22623bd5af-7b34%22	https://yell0wsuit.github.io/images/20.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/20.webp	(from https://yell0wsuit.github.io/)
14:42:35	35724/35724	------	200	untouched ('')	image/webp	etag:%22623bd5af-8b8c%22	https://yell0wsuit.github.io/images/08.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/08.webp	(from https://yell0wsuit.github.io/)
14:42:35	33092/33092	------	200	untouched ('')	image/webp	etag:%22623bd5af-8144%22	https://yell0wsuit.github.io/images/19.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/19.webp	(from https://yell0wsuit.github.io/)
14:42:35	18234/18234	------	200	untouched ('')	image/webp	etag:%22623bd5af-473a%22	https://yell0wsuit.github.io/images/01.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/01.webp	(from https://yell0wsuit.github.io/)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.25.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	41438/41438	------	200	untouched ('')	image/webp	etag:%22623bd5af-a1de%22	https://yell0wsuit.github.io/images/14.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/14.webp	(from https://yell0wsuit.github.io/)
14:42:35	6212/6212	------	200	untouched ('')	image/webp	etag:%22623bd5af-1844%22	https://yell0wsuit.github.io/images/06.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/06.webp	(from https://yell0wsuit.github.io/)
14:42:35	27782/27782	------	200	untouched ('')	image/webp	etag:%22623bd5af-6c86%22	https://yell0wsuit.github.io/images/18.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/18.webp	(from https://yell0wsuit.github.io/)
14:42:35	21992/21992	------	200	untouched ('')	image/webp	etag:%22623bd5af-55e8%22	https://yell0wsuit.github.io/images/05.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/05.webp	(from https://yell0wsuit.github.io/)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.0.26.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	37202/37202	------	200	untouched ('')	image/webp	etag:%22623bd5af-9152%22	https://yell0wsuit.github.io/images/17.webp	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/17.webp	(from https://yell0wsuit.github.io/)
14:42:35	62440/62440	------	200	untouched ('')	application/javascript	etag:W/%22623bd5af-f3e8%22	https://yell0wsuit.github.io/scripts/bootstrap.min.js	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/scripts/bootstrap.min.js	(from https://yell0wsuit.github.io/)
14:42:35	560/560	------	200	untouched ('')	application/javascript	etag:W/%22623bd5af-230%22	https://yell0wsuit.github.io/scripts/script.js	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/scripts/script.js	(from https://yell0wsuit.github.io/)
14:42:35	319784/319784	------	200	untouched ('')	font/woff2	etag:%22623bd5af-4e128%22	https://yell0wsuit.github.io/fonts/Inter.var.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/Inter.var.woff2	(from https://yell0wsuit.github.io/css/style.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.27.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	63770/63770	------	200	untouched ('')	image/png	etag:%22623bd5af-f91a%22	https://yell0wsuit.github.io/images/noise.png	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/images/noise.png	(from https://yell0wsuit.github.io/css/style.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.28d41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.29.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.2a.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.2b.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.1.2c.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.2d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.2ed41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.2f.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.30.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.31.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.2.32.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.33.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.34d41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.35.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.36.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.37.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.3.38.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.39.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.3ad41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.3b.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.3c.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.3d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.5.3e.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.3f.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.40d41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.41.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.42.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.43.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.9.44.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.45.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.46d41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.47.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.48.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.49.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.10.4a.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.4b.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.4cd41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.4d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.woff	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.4e.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.ttf	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.4f.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.svg	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.11.50.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.12.eot	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.12.51.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.12.eot?	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.12.52d41d.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
14:42:35	9339/9339	------	404	error ('Not%20Found')	text/html	etag:W/%226272da93-247b%22	https://yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.12.woff2	C:/My%20Web%20Sites/yell0wsuit.github.io/yell0wsuit.github.io/fonts/pro-fa-brands-400-5.0.12.53.delayed	(from https://yell0wsuit.github.io/css/pro.min.css)
